duration,resolution_status,issue_category,csat,bot_effectiveness,transfer_reason,friction_points,summary_text,sentiment
140,Abandoned by User,Order Tracking,2.0,Low,None,User repeatedly stated they could not track the order; bot refused to share AWB number due to policy; user ended conversation unresolved.,,Positive
131,,,,,,,The customer reported that payment was deducted for an order placed on the 14th but no order confirmation or receipt was received. They agreed to have the issue escalated to the senior team for investigation.,Negative
25,,,,,,,,Neutral
128,Resolved by Bot,Shipping Delay,4.0,High,None,Minor confusion at start due to language switch but quickly resolved,"The customer’s primary issue was a delayed delivery that showed as delivered but had not been received. The bot confirmed the order was still in transit, sent tracking details via WhatsApp, and the customer appeared mostly satisfied though waiting for delivery.",Positive
80,,,,,,,The customer requested to be connected with customer care to discuss his order. He also asked about his order delivery status and mentioned it shows auto-delivered.,Negative
234,,,,,,,The customer reported that one item from order #3556409 was missing. She agreed to be transferred to a senior executive for further assistance as the system showed the order was not fully delivered.,Neutral
125,,,,,,,The customer mentioned placing an order but is facing an invalid ID issue on Treebo Trend. He said he will check his order details and confirm the correct order number.,Negative
183,,,,,,,The customer reported that their order was delayed by two days and tried to provide different phone numbers to locate the account. They also shared an order number and later confirmed ordering from the official website while providing an email for further checking.,Neutral
97,,,,,,,The customer reported that their order has not yet arrived and requested to know when the parcel will be delivered. They acknowledged receiving tracking details and thanked the agent after clarification.,Negative
168,Resolved by Bot,Missing Items,4.0,High,None,"Minor confusion at the start due to language switching, but issue resolved smoothly afterward","The customer reported receiving only one item from a buy-one-get-one offer. The AI assistant guided the customer to report the missing product via WhatsApp and explained the exchange process, leaving the issue seemingly resolved with neutral satisfaction.",Neutral
159,,,,,,,Customer reported that her order has not arrived and is delayed by four days with no tracking update. She agreed to speak with a senior executive to resolve the courier delay issue.,Negative
52,Abandoned by User,Other,2.0,Low,Bot failed to understand,User's query was unclear and the bot repeatedly asked for clarification without resolving the issue.,"The customer's primary issue was unclear but seemed related to their order details or address information. The bot failed to understand and clarify the query, leaving it unresolved and the customer likely dissatisfied.",Neutral
76,,,,,,,The customer expressed distress and mentioned suicidal thoughts. They did not discuss any event or service-related matter further.,Neutral
166,,,,,,,The customer asked about the status of her order and mentioned it was supposed to be delivered but was not received yet. She acknowledged receipt of tracking details and thanked the agent.,Neutral
283,,,,,,,The customer mentioned that their two ordered products have not been delivered even after nineteen days and they have not received any update. They refused to cancel the order but wanted clarity on the delivery date as it is to a work address and they will be out of town soon.,Neutral
247,Resolved by Bot,Return Request,4.0,High,None,Minor confusion when user mentioned product received but system showed 'out for delivery'; resolved quickly.,"The customer wanted to raise a return request but the system showed the product as 'out for delivery' even though it was received. The assistant explained the delay in delivery status update, sent WhatsApp return instructions, and the customer seemed satisfied by the end.",Positive
177,Transferred to Human,Refund / Replacement,3.0,Medium,Requested by User,Language confusion at start; user insisted on speaking to customer care after incomplete replacement resolution,"The customer wanted assistance with a replacement order that she had previously requested. The query was transferred to a human agent after the bot provided partial process information, indicating unresolved status and moderate dissatisfaction.",Positive
71,,,,,,,The customer mentioned that no one has come to pick up their order despite their previous exchange request. They expressed concern about the delay in the pickup process.,Negative
47,,,,,,,The customer mentioned 'Order' indicating they wanted information about their order. No additional details or responses were provided to clarify further.,Positive
26,,,,,,,,Neutral
181,Abandoned by User,Missing Items,2.0,Low,Bot failed to understand,"The bot repeatedly misunderstood which order was missing, failed to retrieve the correct record, and caused user frustration leading to abandonment.","The customer reported that one of their two ordered products, which was prepaid, was not received. The issue remained unresolved as the bot struggled to identify the missing order details and the interaction ended without closure, leaving the customer unsatisfied.",Negative
239,Resolved by Bot,Missing Item,5.0,High,None,Initial confusion due to unclear user speech but the bot handled patiently and clarified effectively.,"The customer reported a missing Vitamin C Face Serum from their recent order. The bot resolved the issue by sending return and exchange details via WhatsApp, and the customer expressed satisfaction.",Neutral
382,,,,,,,The customer reported not receiving two ordered products and requested to track their order. They confirmed understanding after being informed it was in preparation and will check details by logging in.,Neutral
329,,,,,,,,Neutral
132,,,,,,,"The customer reported that her Derma Co order, expected on May 13, has not yet been delivered. She only wanted to know the delivery timeframe and said no further help was needed after the tracking details were shared.",Neutral
38,,,,,,,The customer asked to be connected to a human representative for support. They did not provide additional details about their issue.,Negative
329,,,,,,,The customer wanted to speak with a senior agent regarding orders made on a different account and expressed frustration over not being able to access those orders. The call was transferred to a senior executive for further assistance.,Neutral
124,,,,,,,,Neutral
339,Resolved by Bot,Missing Item,4.0,High (Solved issue quickly),None,User had difficulty understanding the WhatsApp process and expressed frustration about prior failed contact attempts.,The customer reported a missing face wash from their recent order. The bot guided them to report the issue via WhatsApp and logged the case; the issue was partially resolved with moderate satisfaction.,Negative
592,Resolved by Bot,Missing Items,5.0,Medium,None,"Multiple repetitions of tracking number, language confusion and user difficulty in understanding tracking digits slowed resolution.",The customer's primary issue was that one item (moisturizer) from their order was missing and they needed tracking details. The issue was fully resolved by the bot after it provided accurate tracking numbers and the customer confirmed satisfaction at the end.,Positive
104,,,,,,,The customer reported not receiving her parcel and confirmed the shipping address mentioned was incorrect. She agreed to have the call transferred to a senior executive for further assistance.,Positive
182,Transferred to Human,Shipping Delay,2.0,Medium,Requested by User,Customer showed frustration due to repeated changes in expected delivery dates and unclear communication from bot.,The customer’s primary issue was a shipping delay for an order placed on May 16 that had not arrived by the expected date. The issue was transferred to a human agent after the customer expressed frustration over repeated changes in delivery dates.,Negative
72,,,,,,,The customer stated that she ordered three niacinamide and one vitamin C but received only two niacinamide and one vitamin C. She mentioned she paid for all four items and asked the procedure to get the missing one.,Negative
60,Abandoned by User,Missing Items,2.0,Low,Bot failed to understand,Bot stopped responding after user confirmed item not received; no escalation or resolution offered.,"The customer reported that the order status showed 'delivered' but they did not receive the package. The issue remained unresolved as the user confirmed non-receipt and the bot failed to proceed further, leaving the case incomplete.",Negative
196,,,,,,,Customer requested faster delivery for his confirmed order and asked if it could be delivered today. He accepted the explanation that delivery will happen as per schedule and expressed satisfaction.,Neutral
545,,,,,,,"The customer stated that her order for three products worth ₹948 was canceled, and she has not received the refund even after three days. She expressed frustration about conflicting responses from support and demanded either the refund or delivery, threatening to file a complaint if unresolved today.",Negative
100,Transferred to Human,Missing Item,2.0,Medium,Policy restriction (Human required),Customer confusion at end; unclear whether complaint was successfully lodged.,"The customer reported a missing item from order #3512009 and wanted to file a complaint. The issue was escalated to a senior agent but not clearly resolved, leaving the customer somewhat confused and unsatisfied.",Negative
49,,,,,,,The customer requested to return an item. She confirmed that no further assistance was needed after receiving the return details on WhatsApp.,Positive
171,,,,,,,,Neutral
150,,,,,,,"The customer reported that her free gift, the 2% Sali-Cinamide Anti-Acne Face Wash, was missing from her order. She confirmed receipt of WhatsApp return and exchange details and ended the call after acknowledging resolution steps.",Neutral
132,Transferred to Human,Order Tracking,2.0,Medium,Requested by User,User confusion about delivery date persisted; bot repeated information multiple times without achieving clarity.,The customer wanted to confirm the delivery status of their order and understand why it had not yet arrived. The bot verified the order details and provided estimated delivery information but ultimately had to offer a transfer to a senior agent as the customer remained confused and unsatisfied.,Positive
110,,,,,,,,Neutral
58,,,,,,,The customer requested to exchange her order. She acknowledged the request for the order number but did not provide it during the call.,Negative
42,,,,,,,The customer reported that their exchange process has not been completed and one of the four ordered items is missing. They requested an urgent escalation to speak with a senior representative.,Negative
36,Resolved by Bot,Other,4.0,High,None,None,"The customer did not present any specific order-related issue and appeared to be testing the call or communication. The conversation ended without any actionable request, and the bot closed the chat politely.",Negative
53,,,,,,,The customer requested cancellation of his order. He then asked to be connected to customer care for further assistance.,Neutral
13,,,,,,,The customer only greeted the agent and did not provide any additional information or response. No intent or interest was expressed during the call.,Neutral
23,,,,,,,"The customer spoke briefly in another language, but their intent or query was not clear. No actionable information or response about the event invitation was provided.",Positive
71,,,,,,,The customer said their orders were not canceled by them. They are disputing the cancellation shown in the system.,Neutral
67,,,,,,,"The customer confirmed the delivery address but stated that the order has not been received yet. They indicated that despite the delivery status, the package has not reached them.",Positive
25,,,,,,,The customer mentioned something related to a bank transaction and a screenshot but did not provide clear details. No direct response or confirmation regarding an event invitation was given.,Neutral
318,,,,,,,The customer reported that an order of four items only delivered one and clarified that the correct account is linked to a different number abroad. They requested to speak with a senior for further assistance since the issue remains unresolved.,Positive
289,,,,,,,"The customer said that her order was canceled automatically after payment, and she has not received the refund yet. She shared a refund message and reference number, mentioning it has been over 48 hours without the refund reflecting in her bank.",Neutral
100,,,,,,,The customer repeatedly asked about connecting with customer care support. They requested to contact customer care directly for assistance.,Neutral
104,Resolved by Bot,Order Tracking,3.0,High,None,Customer seemed slightly dissatisfied with the uncertain delivery timeline but no significant frustration.,"The customer wanted to know the delivery status of their recent order and whether it would be delivered today. The AI assistant informed them that the order was in transit, sent tracking details via WhatsApp, and the customer ended the call with a neutral satisfaction level.",Neutral
47,,,,,,,The customer called to discuss an informal partnership opportunity. They agreed to be connected with a senior team member for further discussion.,Neutral
85,,,,,,,The customer mentioned that her last order was supposed to be delivered earlier but has not arrived yet. She asked when the order would be delivered.,Neutral
189,Transferred to Human,Cancellation,2.0,Medium,Requested by User,Customer was repeatedly frustrated that the order was cancelled during an offer and could not be reinstated or reissued at the offer price.,"The customer’s primary issue was that their prepaid order, placed during an offer period, was automatically cancelled and they wanted to know why and retain the original offer pricing. The issue was escalated to a human agent for further resolution, as the customer remained unsatisfied with the automated explanation.",Negative
138,Abandoned by User,Return Cancellation,2.0,Low,None,Bot repeatedly failed to understand the customer’s mixed-language responses and did not reach the cancellation step.,"The customer wanted to cancel a return request for a previously delivered foundation order. The issue remained unresolved as the conversation ended before the cancellation was processed, leaving the customer's satisfaction unclear.",Negative
66,,,,,,,The customer wanted to check the status of their order and reported that the delivery agent has not attempted delivery. They mentioned the agent is not calling and keeps calls on hold.,Neutral
64,,,,,,,The customer requested to change the phone number linked to the account. They also mentioned that the account owner is currently in Dubai and cannot call themselves.,Negative
85,,,,,,,The customer stated that she has not yet received her internal product and wanted to know the delivery date. She agreed to be transferred to a senior agent for further help regarding the delivery timeline.,Neutral
102,,,,,,,The customer reported not receiving any calls or messages from the courier regarding her delivery. She agreed to be transferred to the senior team for further assistance.,Positive
7,,,,,,,,Neutral
94,,,,,,,The customer asked about the refund status for a cancelled order and provided the order number. She agreed to be transferred to a senior executive for further assistance.,Positive
103,,,,,,,The customer mentioned their order was canceled and expects the refund by tomorrow. They want to reorder and requested a coupon code for the new purchase.,Negative
254,Resolved by Bot,Refund,4.0,Medium,None,The bot initially attempted a failed cancellation function call and needed multiple clarifications from the user before escalation.,"The customer entered the wrong mobile number on two orders, causing delivery failure and return of the parcels. The bot escalated both orders to the refund team, and the customer appeared satisfied, providing a CSAT rating of 4.",Negative
165,,,,,,,The customer confirmed her order number #3512009 and stated that one item from her delivered package is missing. She expressed that the issue is not yet resolved.,Positive
124,,,,,,,The customer wanted to exchange their order and provided an order number. They agreed to be transferred to a senior executive for further assistance as the order details could not be found.,Positive
331,,,,,,,The customer reported receiving only one product from her two-item order and requested the missing item’s details on WhatsApp. She confirmed her concern was about the missing face wash and asked for resolution updates.,Negative
15,,,,,,,The customer asked to speak with a human agent instead of an AI. No other queries or responses were provided.,Neutral
61,,,,,,,The customer reported that an order under their old subscription has not been delivered. They requested the call to be transferred to a relative related to the issue.,Negative
224,Transferred to Human,Shipping Delay,3.0,Medium,Requested by User,User expressed urgency and frustration due to delay; requested faster delivery and escalation.,,Negative
269,,,,,,,The customer inquired about their order delivery and confirmed that the estimated date shown was correct but had not yet received any shipment message. They also mentioned that their order was not visible in the application and later accepted that delivery might reach by the 26th.,Positive
288,Transferred to Human,Shipping Delay,2.0,Medium,Bot failed to understand,"Multiple communication breakdowns due to language mix, repeated clarification requests, user frustration before transfer","The customer reported that their order had not been delivered and was incomplete. The issue was escalated to a senior team member for further investigation, with the customer showing clear frustration.",Negative
358,Abandoned by User,Order Tracking,2.0,Low,None,"Repeated miscommunication, language and connection issues, bot persisted without escalation, user visible frustration","The customer was trying to verify and locate their order using a specific order number but faced repeated communication and connectivity issues. The order could not be found or confirmed, leaving the case unresolved and the customer appearing confused and slightly frustrated.",Negative
154,,,,,,,The customer reported that their prepaid order placed on 12th May has not been delivered. They confirmed no call or delivery code was received from the courier partner and agreed to escalate the issue.,Negative
204,Resolved by Bot,Refund,5.0,High,None,None,"The customer wanted to confirm cancellation and refund status for a prepaid order, and later inquired about another canceled delivery. The issue was resolved by the bot with clear updates on refund timelines and policies, and the customer ended the chat politely, indicating satisfaction.",Positive
30,Transferred to Human,Refund,2.0,Low,Bot failed to understand,The bot began fetching customer and order data but did not communicate the refund status or next steps to the user.,"The customer called regarding a pending refund that had not yet been received. The issue was still unresolved by the bot, and the interaction ended without confirmation of resolution or visible satisfaction.",Positive
34,Abandoned by User,Refund,2.0,Low,None,Customer’s query about refund was not fully addressed; conversation ended without confirmation or resolution.,"The customer’s main issue was that they canceled an order but have not received their refund or 'Derma Cash' back yet. The interaction did not show a completed resolution or confirmation, and the customer’s satisfaction appears low due to lack of closure.",Negative
443,Abandoned by User,Shipping Delay,2.0,Low,Bot failed to understand,"Repeated failed attempts to locate customer account or order, user frustration evident, lack of resolution.","The customer’s primary issue was a missing or delayed order that they expected to receive on the 18th. The issue remained unresolved as the bot could not locate the order, leaving the customer unsatisfied.",Negative
172,Transferred to Human,Cancellation,3.0,Medium,Bot failed to understand,Bot initially mixed up the order numbers and did not fully address the user's concern about the delivered notice for a canceled order.,,Negative
197,,,,,,,,Neutral
23,,,,,,,The customer only said 'Hello' and did not provide any information or request. No query or intent was expressed during the call.,Negative
98,,,,,,,The customer reported canceling a prepaid order over six days ago and not receiving the refund yet. She acknowledged the assistance and ended the call politely.,Positive
134,,,,,,,The customer reported that their prepaid order has not yet been shipped or delivered. They inquired about the expected delivery date and confirmed that their concern was addressed.,Neutral
49,Transferred to Human,Order Tracking,3.0,Medium,Requested by User,Customer expressed frustration about order status and explicitly requested a senior agent.,"The customer wanted to check the delivery status of their order. The case was transferred to a human agent after the customer requested to speak with a senior, indicating partial dissatisfaction.",Negative
77,,,,,,,The customer stated that the return and exchange option has still not appeared despite previous assurances. They mentioned they are unable to initiate a return or report a missing item.,Negative
341,,,,,,,The customer confirmed that their order has been delivered but the app status is not updated and one item is missing. They requested to have the missing item sent or the status updated so they can raise a return or exchange request.,Negative
197,,,,,,,The customer wanted to know about a buy-one-get-one offer for a product and provided multiple order numbers for verification. They mentioned changing their phone number and requested to be transferred to a senior agent for help with a return issue.,Negative
80,,,,,,,The customer reported that they ordered three products but received only two and wanted to know the reason. They requested to be connected with a senior representative for further assistance.,Neutral
201,,,,,,,"Customer reported that their order, showing as delivered, has not actually been received. They provided multiple phone numbers and the order number #3552890 but could not confirm if the details matched the system records.",Positive
14,,,,,,,,Neutral
7,,,,,,,,Neutral
114,,,,,,,The customer requested to connect with the marketing department to share a business profile for branding and marketing purposes. They confirmed that their request should be noted in the system.,Neutral
12,,,,,,,,Neutral
40,,,,,,,The customer only said 'Hello' and did not share any further information or request. No clear intent or query was expressed.,Negative
54,,,,,,,The customer repeatedly checked if they were audible and did not provide any inquiry or statement of intent. No specific question or concern was raised during the call.,Negative
183,,,,,,,The customer reported that their order has not been delivered and asked when it will arrive. They agreed to wait a few more days and rated the service 4 out of 5.,Neutral
7,,,,,,,,Neutral
109,Resolved by Bot,Shipping Delay,4.0,High,None,Customer expressed concern about delay and asked for exact delivery date; bot reassured but could not specify exact date.,"The customer was concerned about delayed delivery of two recent orders that were not delivered by the expected date. The bot provided tracking details via WhatsApp and explained the delay, with the customer appearing somewhat uncertain but informed.",Negative
103,,,,,,,The customer mentioned ordering a foundation worth 899 rupees from Derma Co and wanted to connect to customer care regarding it. They requested to be connected to the customer care number for assistance.,Neutral
78,,,,,,,The customer reported that a free gift was missing from their order placed on the website and attempted to provide the order number for verification. They sought assistance in resolving the issue with their order.,Negative
165,,,,,,,The customer reported that the city name in the order address was mistakenly entered as Jodhpur instead of Jaipur and expressed concern about needing the correct address for service delivery. He acknowledged the explanation and ended the call courteously.,Negative
138,,,,,,,The customer confirmed the placed order but mentioned the expected delivery date should be the 12th instead of the 19th. They requested that the order be dispatched as soon as possible.,Neutral
87,Resolved by Bot,Shipping Delay,4.0,High,None,User appeared concerned about delay duration but accepted the explanation.,,Negative
43,,,,,,,The customer asked about the status of their order and showed concern by requesting to speak to another person again. No further details or resolution were provided by the customer after that.,Negative
116,,,,,,,The customer wanted to track their order and mentioned that the estimated delivery date had passed but the order had not arrived yet. They confirmed their address and agreed to the escalation to a senior support team.,Neutral
123,Resolved by Bot,Address Update,4.0,High,None,None,"The customer wanted to change the PIN code on their delivery address after the order had already been shipped. The bot explained that address changes were not possible post-dispatch, suggested contacting the courier, and the customer accepted this, ending the conversation politely.",Neutral
84,,,,,,,The customer mentioned that the call is related to an order quality issue but did not provide further details. No additional information or action request was shared by the customer.,Negative
96,Transferred to Human,Other,2.0,Low,Requested by User,Multiple instances of misunderstanding due to mixed-language input and technical errors before transfer.,"The customer requested to be connected to a senior customer care executive but faced language and communication confusion during the interaction. The issue was ultimately transferred to a human agent, with the customer appearing frustrated and unsatisfied.",Negative
456,Transferred to Human,Missing Item,2.0,Low,Bot failed to understand,"Customer frustration with repetitive formal responses, delay in receiving WhatsApp message, and confusion over missing return/exchange option in app.","The customer reported receiving only one shampoo instead of two under a buy-one-get-one offer. The issue was escalated to a senior team as the bot was unable to complete the resolution, and the customer remained somewhat dissatisfied.",Negative
170,,,,,,,The customer reported that her product was not delivered even though the app showed it as returned. She confirmed her order ID and waited for assistance in resolving the issue.,Positive
9,,,,,,,,Neutral
217,,,,,,,The customer inquired about the status of their order and complained that the delivery is very late. They confirmed no further queries after being informed about the delay and thanked the agent.,Neutral
25,,,,,,,,Neutral
146,,,,,,,"The customer inquired about the delivery date of their order, mentioning it was expected on the 18th but still not delivered. They later said the tracking link shared did not show any details and expressed concern about the delay.",Negative
275,,,,,,,The customer wanted to check the delivery status for order number 3374765 and reported that the delivered product was damaged. They confirmed receiving return and exchange details via WhatsApp and did not have any further requests.,Negative
72,,,,,,,The customer mentioned having placed an order and seemed to be seeking an update about the parcel. No clear resolution or next steps were discussed during the call.,Neutral
32,,,,,,,"The customer said they had placed an order on May 15th, which was expected by May 18th but has still not arrived. They asked how long the delay would be.",Negative
25,,,,,,,,Neutral
106,Transferred to Human,Missing Items,3.0,Medium,Policy restriction (Human required),Customer confusion over receiving fewer items and unclear resolution after transfer,"The customer reported receiving only two items instead of four in a Buy Two Get Two order. The issue was escalated to a senior agent for review, and the customer seemed uncertain about the resolution.",Negative
13,,,,,,,The customer asked to speak to a human representative. The call was transferred accordingly for further assistance.,Neutral
80,,,,,,,Customer mentioned they had placed an order around May 14–15 and have not received it yet. They also stated that no one from the courier contacted them despite the delivery attempt showing as completed.,Neutral
4,,,,,,,,Neutral
167,,,,,,,The customer stated that their order has not yet been delivered despite the expected delivery date passing. They also requested to change their delivery location as they have shifted to a new place and asked when it will be delivered.,Negative
107,,,,,,,,Neutral
18,,,,,,,,Neutral
8,,,,,,,,Neutral
541,,,,,,,The customer asked for confirmation about their delayed order delivery date and verified that the order is confirmed. They also inquired about the list of ordered products and shared feedback with a rating of four out of five.,Neutral
173,Transferred to Human,Missing Item,2.0,Low,Bot failed to understand,Bot repeatedly tried to send WhatsApp tracking details which the user never received; user expressed confusion and dissatisfaction.,"The customer reported that their moisturizer from a buy-one-get-one order was missing and not showing in the app. The bot could not successfully deliver tracking details and planned to escalate to a senior colleague, leaving the issue unresolved and the customer unsatisfied.",Neutral
99,,,,,,,The customer provided multiple order IDs but was confused between tracking and order numbers. She decided to check her details again before continuing the query.,Positive
83,,,,,,,The customer stated that their product shows as not delivered even though it has been delivered and they are unable to process the return on the website. They requested to be connected to a senior for further help since the issue persists.,Negative
317,Transferred to Human,Shipping Delay,3.0,Medium,Policy restriction (Human required),The user repeatedly asked for an exact delivery date and address change options; the bot could not fulfill these and repeated explanations.,"The customer experienced a shipping delay and wanted to know the exact delivery date as well as to change the delivery city. The issue was partially handled by the bot, but ultimately required escalation to a human representative for further assistance.",Negative
288,,,,,,,The customer reported that their order marked 'out for delivery' had not been received and no delivery agent had called. They requested escalation of the issue to the senior team for resolution.,Negative
63,,,,,,,The customer inquired about the delivery date of their placed order. No further questions or actions were taken after receiving the information.,Neutral
83,Abandoned by User,Wrong Item,2.0,Medium,None,"User showed frustration ('बात ही नहीं हो पा रही है आपकी'), conversation breakdown before resolution",The customer was concerned about an incomplete delivery under a 'Buy 2 Get 2' offer and higher-than-expected charges. The issue remained unresolved as the conversation ended without the customer providing the order number or receiving a solution.,Negative
134,,,,,,,The customer reported that the ordered product was not received even though the shipment date has passed. They confirmed their delivery address and mentioned that the product should have arrived by now.,Positive
18,,,,,,,,Neutral
94,,,,,,,"The customer stated they received two Kojic Acid serums instead of the correct item and cannot initiate a return on the website. They also mentioned the system shows the order as not delivered yet, preventing return submission.",Neutral
76,Transferred to Human,Cancellation,3.0,Medium,Policy restriction (Human required),Customer expressed confusion about cancellation reasons; required escalation for detailed explanation,"The customer wanted to understand why their recent orders were cancelled and mentioned their Bangalore pin code. The issue was transferred to a senior team for further clarification, and the customer seemed neutral but accepting of the transfer.",Negative
31,,,,,,,The customer mentioned that her husband is not a manager. No clear query or interest related to the event was expressed.,Neutral
108,,,,,,,The customer asked about the delivery status of an order that was due today but not yet shipped. They mentioned the order might have been placed using another account linked to the same phone number.,Neutral
60,,,,,,,The customer repeatedly said hello but did not specify any query or interest. They declined further interaction by saying no.,Neutral
14,,,,,,,,Neutral
229,Abandoned by User,Other,2.0,Low,None,"The bot repeatedly asked for details, failed to verify the customer's account, and the conversation looped without progress.",The customer was trying to get help with their order details by providing their phone number and order number. The issue remained unresolved as the bot could not locate any account or order and the customer stopped responding.,Negative
122,,,,,,,The customer reported that she ordered under a 'buy two get two' offer but only received two serums instead of four. She also expressed concern that she was charged more than expected due to this issue.,Negative
121,,,,,,,The customer reported receiving an incorrect product and wanted to raise a complaint. They mentioned that they tried the return process but are unable to upload the required photo.,Negative
221,Abandoned by User,Wrong Item,2.0,Low,Bot failed to understand,"Frequent communication breakdowns, user unable to hear the bot, repetitive bot responses showing misunderstanding.",The customer reported receiving the wrong product and wanted to exchange it for the correct quantity instead of a refund. The issue remained unresolved due to communication problems and was not completed by the bot before the call ended.,Negative
175,,,,,,,"The customer mentioned that her parcel, expected around the 18th or 19th, arrived early but she could not receive it as her phone was offline. She asked if the parcel would arrive by the 10th and thanked the agent for assistance.",Positive
8,,,,,,,,Neutral
115,,,,,,,The customer reported an unshipped order that was supposed to be delivered on May 19 and mentioned it was placed from a different account. They chose not to continue the discussion and ended the call.,Neutral
135,,,,,,,The customer reported that their order was expected to be delivered today but has not arrived yet. They requested escalation and agreed to have the call transferred to the senior team for further assistance.,Negative
132,,,,,,,The customer confirmed she received the order and wants to return one of the products. She acknowledged receiving the WhatsApp message with return instructions.,Positive
70,Transferred to Human,Missing Item,3.0,Medium,Policy restriction (Human required),None,"The customer reported a missing item from her recent order. The case was transferred to a senior team member for further investigation, and the customer appeared neutral but cooperative.",Negative
31,,,,,,,The customer stated that they received only two items from their recent order despite placing a 'buy two get two' offer. They expressed concern about being charged a higher amount than expected and not receiving the full order.,Negative
128,Abandoned by User,Shipping Delay,3.0,Medium,None,User expressed concern about delivery delay and did not receive a clear estimated delivery time before ending the chat.,"The customer was concerned about two missing orders that had not yet been delivered after being placed on May 14. The bot provided tracking details for both pending shipments but the final delivery timeframe remained unclear, leaving the issue partially unresolved.",Negative
183,,,,,,,"Customer reported that their order has not been delivered yet, although it was scheduled for delivery on May 16. They confirmed the address is correct and acknowledged the transfer for further investigation.",Positive
259,Transferred to Human,Shipping Delay,3.0,Medium,Policy restriction (Human required),Initial confusion and language miscommunication early in the call,"The customer reported a failed delivery attempt and wanted their order to be delivered instead of being cancelled. The issue was escalated to the senior team for priority delivery, leaving the customer neutral but cautiously satisfied.",Negative
182,Resolved by Bot,Shipping Delay,4.0,High,None,Minor confusion when the user requested communication in English,"The customer was concerned about a delay in order dispatch as the tracking showed 'order confirmed' but not shipped. The bot confirmed the order was in pre-dispatch and explained the reason, with the customer rating the interaction 4 and leaving satisfied.",Negative
81,Abandoned by User,Order Tracking,2.0,Medium,None,User appeared unresponsive or unable to confirm after the bot provided order details,"The customer inquired generally about their product/order details. The bot retrieved the order information successfully but the conversation ended without confirmation from the user, leaving the issue unresolved.",Positive
68,,,,,,,The customer reported that their order has not arrived yet and mentioned being concerned about possible fraud. They confirmed they received tracking details but remain worried about the situation.,Neutral
483,Transferred to Human,Refund,2.0,Low,Bot failed to understand,Repeated failed order lookups; language confusion; user frustration due to no refund timeframe provided,"The customer’s primary issue was a canceled order and concern about getting a refund for a UPI payment. The case was transferred to a human agent after multiple failed lookup attempts, and the customer remained confused and unsatisfied.",Negative
122,Resolved by Bot,Shipping Delay,3.0,Medium,None,Initial language barrier and misunderstanding of user's concern delayed issue identification.,"The customer was concerned about not receiving their order that was expected by May 19. The bot explained the estimated delivery timeframe and advised waiting another 48 hours, leaving the customer's satisfaction uncertain.",Negative
65,Transferred to Human,Missing Items,2.0,Low,Bot failed to understand,"Bot acknowledged the issue but did not provide a resolution or next steps, leading to customer confusion.","The customer reported receiving only two items instead of four under a 'Buy 2 Get 2' offer. The issue remained unresolved during the chat, and the customer’s satisfaction appeared low.",Positive
78,,,,,,,The customer asked for the status of her recent order and then requested to initiate a return. She mentioned that the product caused skin damage and asked for the issue to be escalated.,Negative
9,,,,,,,,Neutral
218,,,,,,,The customer said they purchased the product offline and complained that it did not remove dark spots as claimed. They asked for the official website to buy original products and confirmed they no longer need assistance.,Positive
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
2,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
